Date,District,Daily_Cases
2020-04-15,Total Number Recovered,63
2020-04-16,Total Number Recovered,65
2020-04-17,Total Number Recovered,70
2020-04-18,Total Number Recovered,77
2020-04-19,Total Number Recovered,91
2020-04-20,Total Number Recovered,97
2020-04-21,Total Number Recovered,100
2020-04-22,Total Number Recovered,104
2020-04-23,Total Number Recovered,105
2020-04-24,Total Number Recovered,107
2020-04-25,Total Number Recovered,116
2020-04-26,Total Number Recovered,120
2020-04-27,Total Number Recovered,126
2020-04-28,Total Number Recovered,134
2020-04-29,Total Number Recovered,134
2020-04-30,Total Number Recovered,139
2020-05-01,Total Number Recovered,157
2020-05-02,Total Number Recovered,172
2020-05-03,Total Number Recovered,182
2020-05-04,Total Number Recovered,187
2020-05-05,Total Number Recovered,197
2020-05-06,Total Number Recovered,215
2020-05-07,Total Number Recovered,232
2020-05-08,Total Number Recovered,240
2020-05-09,Total Number Recovered,255
2020-05-10,Total Number Recovered,321
2020-05-11,Total Number Recovered,343
2020-05-12,Total Number Recovered,366
2020-05-13,Total Number Recovered,382
2020-05-14,Total Number Recovered,445
2020-05-15,Total Number Recovered,477
2020-05-16,Total Number Recovered,520
2020-05-17,Total Number Recovered,538
2020-05-18,Total Number Recovered,559
2020-05-19,Total Number Recovered,569
2020-05-20,Total Number Recovered,584
2020-05-21,Total Number Recovered,604
2020-05-22,Total Number Recovered,620
2020-05-23,Total Number Recovered,660
2020-05-24,Total Number Recovered,674
2020-05-25,Total Number Recovered,695
2020-05-26,Total Number Recovered,712
2020-05-27,Total Number Recovered,732
2020-05-28,Total Number Recovered,745
2020-05-29,Total Number Recovered,754
2020-05-30,Total Number Recovered,781
2020-05-31,Total Number Recovered,801
2020-06-01,Total Number Recovered,811
2020-06-02,Total Number Recovered,823
2020-06-03,Total Number Recovered,836
2020-06-04,Total Number Recovered,839
2020-06-05,Total Number Recovered,858
2020-06-06,Total Number Recovered,891
2020-06-07,Total Number Recovered,941
2020-06-08,Total Number Recovered,990
2020-06-09,Total Number Recovered,1057
2020-06-10,Total Number Recovered,1122
2020-06-11,Total Number Recovered,1150
2020-06-12,Total Number Recovered,1196
2020-06-13,Total Number Recovered,1252
2020-06-14,Total Number Recovered,1287
2020-06-15,Total Number Recovered,1342
2020-06-16,Total Number Recovered,1371
2020-06-18,Total Number Recovered,1421
2020-06-19,Total Number Recovered,1446
2020-06-20,Total Number Recovered,1472
2020-06-21,Total Number Recovered,1498
2020-06-22,Total Number Recovered,1526
2020-06-23,Total Number Recovered,1548
2020-06-24,Total Number Recovered,1562
2020-06-25,Total Number Recovered,1602
2020-06-26,Total Number Recovered,1619
2020-06-27,Total Number Recovered,1639
2020-06-28,Total Number Recovered,1661
2020-06-29,Total Number Recovered,1678
2020-06-30,Total Number Recovered,1711
2020-07-01,Total Number Recovered,1748
2020-07-02,Total Number Recovered,1827
2020-07-03,Total Number Recovered,1863
2020-07-04,Total Number Recovered,1885
2020-07-05,Total Number Recovered,1903
2020-07-06,Total Number Recovered,1917
2020-07-07,Total Number Recovered,1955
2020-07-08,Total Number Recovered,1967
2020-07-09,Total Number Recovered,1979
2020-07-10,Total Number Recovered,1980
2020-07-11,Total Number Recovered,1980
2020-07-12,Total Number Recovered,1981
2020-07-13,Total Number Recovered,1981
2020-07-14,Total Number Recovered,1988
2020-07-15,Total Number Recovered,2001
2020-07-16,Total Number Recovered,2007
2020-07-17,Total Number Recovered,2012
2020-07-18,Total Number Recovered,2023
2020-07-19,Total Number Recovered,2035
2020-07-20,Total Number Recovered,2041
2020-07-21,Total Number Recovered,2048
2020-07-22,Total Number Recovered,2064
2020-07-23,Total Number Recovered,2077
2020-07-24,Total Number Recovered,2094
2020-07-25,Total Number Recovered,2103
2020-07-26,Total Number Recovered,2106
2020-07-27,Total Number Recovered,2121
2020-07-28,Total Number Recovered,2296
2020-07-29,Total Number Recovered,2317
2020-07-30,Total Number Recovered,2333
2020-07-31,Total Number Recovered,2391
2020-08-01,Total Number Recovered,2439
2020-08-02,Total Number Recovered,2514
2020-08-03,Total Number Recovered,2517
2020-08-04,Total Number Recovered,2524
2020-08-05,Total Number Recovered,2537
2020-08-06,Total Number Recovered,2541
2020-08-07,Total Number Recovered,2564
2020-08-08,Total Number Recovered,2576
2020-08-09,Total Number Recovered,2579
2020-08-10,Total Number Recovered,2593
2020-08-11,Total Number Recovered,2622
2020-08-12,Total Number Recovered,2638
2020-08-13,Total Number Recovered,2646
2020-08-14,Total Number Recovered,2658
2020-08-15,Total Number Recovered,2666
2020-08-16,Total Number Recovered,2670
2020-08-17,Total Number Recovered,2676
2020-08-18,Total Number Recovered,2755
2020-08-19,Total Number Recovered,2760
2020-08-20,Total Number Recovered,2765
2020-08-21,Total Number Recovered,2789
2020-08-22,Total Number Recovered,2798
2020-08-23,Total Number Recovered,2805
2020-08-24,Total Number Recovered,2811
2020-08-25,Total Number Recovered,2816
2020-08-26,Total Number Recovered,2819
2020-08-27,Total Number Recovered,2830
2020-08-28,Total Number Recovered,2842
2020-08-29,Total Number Recovered,2849
2020-08-30,Total Number Recovered,2860
2020-08-31,Total Number Recovered,2868
2020-09-01,Total Number Recovered,2879
2020-09-02,Total Number Recovered,2883
2020-09-03,Total Number Recovered,2889
2020-09-04,Total Number Recovered,2907
2020-09-05,Total Number Recovered,2918
2020-09-06,Total Number Recovered,2925
2020-09-07,Total Number Recovered,2926
2020-09-08,Total Number Recovered,2935
2020-09-09,Total Number Recovered,2946
2020-09-10,Total Number Recovered,2955
2020-09-11,Total Number Recovered,2969
2020-09-12,Total Number Recovered,2983
2020-09-13,Total Number Recovered,2996
2020-09-14,Total Number Recovered,3005
2020-09-15,Total Number Recovered,3016
2020-09-16,Total Number Recovered,3021
2020-09-17,Total Number Recovered,3043
2020-09-18,Total Number Recovered,3060
2020-09-19,Total Number Recovered,3070
2020-09-20,Total Number Recovered,3088
2020-09-21,Total Number Recovered,3100
2020-09-22,Total Number Recovered,3118
2020-09-23,Total Number Recovered,3129
2020-09-24,Total Number Recovered,3142
2020-09-25,Total Number Recovered,3158
2020-09-26,Total Number Recovered,3186
2020-09-27,Total Number Recovered,3208
2020-09-28,Total Number Recovered,3210
2020-09-29,Total Number Recovered,3230
2020-09-30,Total Number Recovered,3230
2020-10-01,Total Number Recovered,3233
2020-10-02,Total Number Recovered,3245
2020-10-03,Total Number Recovered,3254
2020-10-04,Total Number Recovered,3258
2020-10-05,Total Number Recovered,3259
2020-10-06,Total Number Recovered,3266
2020-10-07,Total Number Recovered,3274
2020-10-08,Total Number Recovered,3278
2020-10-09,Total Number Recovered,3296
2020-10-10,Total Number Recovered,3306
2020-10-11,Total Number Recovered,3307
2020-10-12,Total Number Recovered,3317
2020-10-13,Total Number Recovered,3328
2020-10-14,Total Number Recovered,3357
2020-10-15,Total Number Recovered,3380
2020-10-16,Total Number Recovered,3385
2020-10-17,Total Number Recovered,3395
2020-10-18,Total Number Recovered,3403
2020-10-19,Total Number Recovered,3440
2020-10-20,Total Number Recovered,3457
2020-10-21,Total Number Recovered,3501
2020-10-22,Total Number Recovered,3561
2020-10-23,Total Number Recovered,3644
2020-10-24,Total Number Recovered,3714
2020-10-25,Total Number Recovered,3803
2020-10-26,Total Number Recovered,3933
2020-10-27,Total Number Recovered,4043
2020-10-28,Total Number Recovered,4075
2020-10-29,Total Number Recovered,4142
2020-10-30,Total Number Recovered,4282
2020-10-31,Total Number Recovered,4399
2020-11-01,Total Number Recovered,4905
2020-11-02,Total Number Recovered,5249
2020-11-03,Total Number Recovered,5581
2020-11-04,Total Number Recovered,5858
2020-11-05,Total Number Recovered,6623
2020-11-06,Total Number Recovered,7186
2020-11-07,Total Number Recovered,7723
2020-11-08,Total Number Recovered,8285
2020-11-09,Total Number Recovered,8880
2020-11-10,Total Number Recovered,9537
2020-11-11,Total Number Recovered,10183
2020-11-12,Total Number Recovered,10653
2020-11-13,Total Number Recovered,11031
2020-11-14,Total Number Recovered,11324
2020-11-15,Total Number Recovered,11495
2020-11-16,Total Number Recovered,11806
2020-11-17,Total Number Recovered,12210
2020-11-18,Total Number Recovered,12587
2020-11-19,Total Number Recovered,12903
2020-11-20,Total Number Recovered,13271
2020-11-21,Total Number Recovered,13590
2020-11-22,Total Number Recovered,14069
2020-11-23,Total Number Recovered,14497
2020-11-24,Total Number Recovered,14962
2020-11-25,Total Number Recovered,15447
2020-11-26,Total Number Recovered,15816
2020-11-27,Total Number Recovered,16226
2020-11-28,Total Number Recovered,16656
2020-11-29,Total Number Recovered,17002
2020-11-30,Total Number Recovered,17560
2020-12-01,Total Number Recovered,17817
2020-12-02,Total Number Recovered,18304
2020-12-03,Total Number Recovered,19032
2020-12-04,Total Number Recovered,19438
2020-12-05,Total Number Recovered,20090
2020-12-06,Total Number Recovered,20460
2020-12-07,Total Number Recovered,20804
2020-12-08,Total Number Recovered,21258
2020-12-09,Total Number Recovered,21800
2020-12-10,Total Number Recovered,22261
2020-12-11,Total Number Recovered,22831
2020-12-12,Total Number Recovered,23304
2020-12-13,Total Number Recovered,23793
2020-12-14,Total Number Recovered,24309
2020-12-15,Total Number Recovered,24867
2020-12-16,Total Number Recovered,25652
2020-12-17,Total Number Recovered,26353
2020-12-18,Total Number Recovered,27061
2020-12-19,Total Number Recovered,27552
2020-12-20,Total Number Recovered,28267
2020-12-21,Total Number Recovered,28682
2020-12-22,Total Number Recovered,29300
2020-12-23,Total Number Recovered,29882
2020-12-24,Total Number Recovered,30568
2020-12-25,Total Number Recovered,31339
2020-12-26,Total Number Recovered,32051
2020-12-27,Total Number Recovered,32701
2020-12-28,Total Number Recovered,33221
2020-12-29,Total Number Recovered,33925
2020-12-30,Total Number Recovered,34623
2020-12-31,Total Number Recovered,35329
2021-01-01,Total Number Recovered,36155
2021-01-02,Total Number Recovered,36717
2021-01-03,Total Number Recovered,37252
2021-01-04,Total Number Recovered,37817
2021-01-05,Total Number Recovered,38262
2021-01-06,Total Number Recovered,39023
2021-01-07,Total Number Recovered,39661
2021-01-08,Total Number Recovered,40317
2021-01-09,Total Number Recovered,40838
2021-01-10,Total Number Recovered,41325
2021-01-11,Total Number Recovered,42091
2021-01-12,Total Number Recovered,42621
2021-01-13,Total Number Recovered,43267
2021-01-14,Total Number Recovered,43747
2021-01-15,Total Number Recovered,44259
2021-01-16,Total Number Recovered,44746
2021-01-17,Total Number Recovered,45171
2021-01-18,Total Number Recovered,45820
2021-01-19,Total Number Recovered,46594
2021-01-20,Total Number Recovered,47215
2021-01-21,Total Number Recovered,47984
2021-01-22,Total Number Recovered,48617
2021-01-23,Total Number Recovered,49261
2021-01-24,Total Number Recovered,49684
2021-01-25,Total Number Recovered,50337
2021-01-26,Total Number Recovered,51046
2021-01-27,Total Number Recovered,52566
2021-01-28,Total Number Recovered,54435
2021-01-29,Total Number Recovered,55398
2021-01-30,Total Number Recovered,56277
2021-01-31,Total Number Recovered,57159
2021-02-01,Total Number Recovered,58075
2021-02-02,Total Number Recovered,59043
2021-02-03,Total Number Recovered,59883
2021-02-04,Total Number Recovered,60567
2021-02-05,Total Number Recovered,61461
2021-02-06,Total Number Recovered,62594
2021-02-07,Total Number Recovered,63401
2021-02-08,Total Number Recovered,64141
2021-02-09,Total Number Recovered,65053
2021-02-10,Total Number Recovered,65644
2021-02-11,Total Number Recovered,66211
2021-02-12,Total Number Recovered,66984
2021-02-13,Total Number Recovered,67831
2021-02-14,Total Number Recovered,68696
2021-02-15,Total Number Recovered,69411
2021-02-16,Total Number Recovered,70429
2021-02-17,Total Number Recovered,71176
2021-02-18,Total Number Recovered,71823
2021-02-19,Total Number Recovered,72566
2021-02-20,Total Number Recovered,73456
2021-02-21,Total Number Recovered,74299
2021-02-22,Total Number Recovered,75110
2021-02-23,Total Number Recovered,75842
2021-02-24,Total Number Recovered,76514
2021-02-25,Total Number Recovered,76961
2021-02-26,Total Number Recovered,77625
2021-02-27,Total Number Recovered,78373
2021-02-28,Total Number Recovered,78947
2021-03-01,Total Number Recovered,79422
2021-03-02,Total Number Recovered,80020
2021-03-03,Total Number Recovered,80437
2021-03-04,Total Number Recovered,80836
2021-03-05,Total Number Recovered,81321
2021-03-06,Total Number Recovered,81769
2021-03-07,Total Number Recovered,82059
2021-03-08,Total Number Recovered,82513
2021-03-09,Total Number Recovered,82753
2021-03-10,Total Number Recovered,83210
2021-03-11,Total Number Recovered,83561
2021-03-12,Total Number Recovered,83958
2021-03-13,Total Number Recovered,84253
2021-03-14,Total Number Recovered,84648
2021-03-15,Total Number Recovered,84969
2021-03-16,Total Number Recovered,85371
2021-03-17,Total Number Recovered,85725
2021-03-18,Total Number Recovered,85944
2021-03-19,Total Number Recovered,86227
2021-03-20,Total Number Recovered,86466
2021-03-21,Total Number Recovered,86759
2021-03-22,Total Number Recovered,87058
2021-03-23,Total Number Recovered,87306
2021-03-24,Total Number Recovered,87630
2021-03-25,Total Number Recovered,87881
2021-03-26,Total Number Recovered,88145
2021-03-27,Total Number Recovered,88388
2021-03-28,Total Number Recovered,88623
2021-03-29,Total Number Recovered,88914
2021-03-30,Total Number Recovered,89090
2021-03-31,Total Number Recovered,89251
2021-04-01,Total Number Recovered,89407
2021-04-02,Total Number Recovered,89701
2021-04-03,Total Number Recovered,90021
2021-04-04,Total Number Recovered,90208
2021-04-05,Total Number Recovered,90563
2021-04-06,Total Number Recovered,90708
2021-04-07,Total Number Recovered,90917
2021-04-08,Total Number Recovered,91044
2021-04-09,Total Number Recovered,91272
2021-04-10,Total Number Recovered,91456
2021-04-11,Total Number Recovered,91631
2021-04-12,Total Number Recovered,91775
2021-04-13,Total Number Recovered,91926
2021-04-14,Total Number Recovered,92151
2021-04-15,Total Number Recovered,92308
2021-04-16,Total Number Recovered,92611
2021-04-17,Total Number Recovered,92832
2021-04-18,Total Number Recovered,93113
2021-04-19,Total Number Recovered,93374
2021-04-20,Total Number Recovered,93547
2021-04-21,Total Number Recovered,93668
2021-04-22,Total Number Recovered,93884
2021-04-23,Total Number Recovered,94035
2021-04-24,Total Number Recovered,94155
2021-04-25,Total Number Recovered,94311
2021-04-26,Total Number Recovered,94577
2021-04-27,Total Number Recovered,94856
2021-04-28,Total Number Recovered,95083
2021-04-29,Total Number Recovered,95445
2021-04-30,Total Number Recovered,95975
2021-05-01,Total Number Recovered,96478
2021-05-02,Total Number Recovered,97242
2021-05-03,Total Number Recovered,98209
2021-05-04,Total Number Recovered,99153
2021-05-05,Total Number Recovered,100075
2021-05-06,Total Number Recovered,100885
2021-05-07,Total Number Recovered,101763
2021-05-08,Total Number Recovered,103098
2021-05-09,Total Number Recovered,104463
2021-05-10,Total Number Recovered,105611
2021-05-11,Total Number Recovered,106641
2021-05-12,Total Number Recovered,107657
2021-05-13,Total Number Recovered,108802
2021-05-14,Total Number Recovered,110108
2021-05-15,Total Number Recovered,117220
2021-05-16,Total Number Recovered,118322
2021-05-17,Total Number Recovered,119629
2021-05-18,Total Number Recovered,121145
2020-04-01,Total Number of Deaths,2
2020-04-02,Total Number of Deaths,3
2020-04-03,Total Number of Deaths,4
2020-04-04,Total Number of Deaths,5
2020-04-05,Total Number of Deaths,5
2020-04-06,Total Number of Deaths,5
2020-04-07,Total Number of Deaths,6
2020-04-08,Total Number of Deaths,6
2020-04-09,Total Number of Deaths,7
2020-04-10,Total Number of Deaths,7
2020-04-11,Total Number of Deaths,7
2020-04-12,Total Number of Deaths,7
2020-04-13,Total Number of Deaths,7
2020-04-14,Total Number of Deaths,7
2020-04-15,Total Number of Deaths,7
2020-04-16,Total Number of Deaths,7
2020-04-17,Total Number of Deaths,7
2020-04-18,Total Number of Deaths,7
2020-04-19,Total Number of Deaths,7
2020-04-20,Total Number of Deaths,7
2020-04-21,Total Number of Deaths,7
2020-04-22,Total Number of Deaths,7
2020-04-23,Total Number of Deaths,7
2020-04-24,Total Number of Deaths,7
2020-04-25,Total Number of Deaths,7
2020-04-26,Total Number of Deaths,7
2020-04-27,Total Number of Deaths,7
2020-04-28,Total Number of Deaths,7
2020-04-29,Total Number of Deaths,7
2020-04-30,Total Number of Deaths,7
2020-05-01,Total Number of Deaths,7
2020-05-02,Total Number of Deaths,7
2020-05-03,Total Number of Deaths,7
2020-05-04,Total Number of Deaths,7
2020-05-05,Total Number of Deaths,8
2020-05-06,Total Number of Deaths,9
2020-05-07,Total Number of Deaths,9
2020-05-08,Total Number of Deaths,9
2020-05-09,Total Number of Deaths,9
2020-05-10,Total Number of Deaths,9
2020-05-11,Total Number of Deaths,9
2020-05-12,Total Number of Deaths,9
2020-05-13,Total Number of Deaths,9
2020-05-14,Total Number of Deaths,9
2020-05-15,Total Number of Deaths,9
2020-05-16,Total Number of Deaths,9
2020-05-17,Total Number of Deaths,9
2020-05-18,Total Number of Deaths,9
2020-05-19,Total Number of Deaths,9
2020-05-20,Total Number of Deaths,9
2020-05-21,Total Number of Deaths,9
2020-05-22,Total Number of Deaths,9
2020-05-23,Total Number of Deaths,9
2020-05-24,Total Number of Deaths,9
2020-05-25,Total Number of Deaths,9
2020-05-26,Total Number of Deaths,10
2020-05-27,Total Number of Deaths,10
2020-05-28,Total Number of Deaths,10
2020-05-29,Total Number of Deaths,10
2020-05-30,Total Number of Deaths,10
2020-05-31,Total Number of Deaths,10
2020-06-01,Total Number of Deaths,11
2020-06-02,Total Number of Deaths,11
2020-06-03,Total Number of Deaths,11
2020-06-04,Total Number of Deaths,11
2020-06-05,Total Number of Deaths,11
2020-06-06,Total Number of Deaths,11
2020-06-07,Total Number of Deaths,11
2020-06-08,Total Number of Deaths,11
2020-06-09,Total Number of Deaths,11
2020-06-10,Total Number of Deaths,11
2020-06-11,Total Number of Deaths,11
2020-06-12,Total Number of Deaths,11
2020-06-13,Total Number of Deaths,11
2020-06-14,Total Number of Deaths,11
2020-06-15,Total Number of Deaths,11
2020-06-16,Total Number of Deaths,11
2020-06-18,Total Number of Deaths,11
2020-06-19,Total Number of Deaths,11
2020-06-20,Total Number of Deaths,11
2020-06-21,Total Number of Deaths,11
2020-06-22,Total Number of Deaths,11
2020-06-23,Total Number of Deaths,11
2020-06-24,Total Number of Deaths,11
2020-06-25,Total Number of Deaths,11
2020-06-26,Total Number of Deaths,11
2020-06-27,Total Number of Deaths,11
2020-06-28,Total Number of Deaths,11
2020-06-29,Total Number of Deaths,11
2020-06-30,Total Number of Deaths,11
2020-07-01,Total Number of Deaths,11
2020-07-02,Total Number of Deaths,11
2020-07-03,Total Number of Deaths,11
2020-07-04,Total Number of Deaths,11
2020-07-05,Total Number of Deaths,11
2020-07-06,Total Number of Deaths,11
2020-07-07,Total Number of Deaths,11
2020-07-08,Total Number of Deaths,11
2020-07-09,Total Number of Deaths,11
2020-07-10,Total Number of Deaths,11
2020-07-11,Total Number of Deaths,11
2020-07-12,Total Number of Deaths,11
2020-07-13,Total Number of Deaths,11
2020-07-14,Total Number of Deaths,11
2020-07-15,Total Number of Deaths,11
2020-07-16,Total Number of Deaths,11
2020-07-17,Total Number of Deaths,11
2020-07-18,Total Number of Deaths,11
2020-07-19,Total Number of Deaths,11
2020-07-20,Total Number of Deaths,11
2020-07-21,Total Number of Deaths,11
2020-07-22,Total Number of Deaths,11
2020-07-23,Total Number of Deaths,11
2020-07-24,Total Number of Deaths,11
2020-07-25,Total Number of Deaths,11
2020-07-26,Total Number of Deaths,11
2020-07-27,Total Number of Deaths,11
2020-07-28,Total Number of Deaths,11
2020-07-29,Total Number of Deaths,11
2020-07-30,Total Number of Deaths,11
2020-07-31,Total Number of Deaths,11
2020-08-01,Total Number of Deaths,11
2020-08-02,Total Number of Deaths,11
2020-08-03,Total Number of Deaths,11
2020-08-04,Total Number of Deaths,11
2020-08-05,Total Number of Deaths,11
2020-08-06,Total Number of Deaths,11
2020-08-07,Total Number of Deaths,11
2020-08-08,Total Number of Deaths,11
2020-08-09,Total Number of Deaths,11
2020-08-10,Total Number of Deaths,11
2020-08-11,Total Number of Deaths,11
2020-08-12,Total Number of Deaths,11
2020-08-13,Total Number of Deaths,11
2020-08-14,Total Number of Deaths,11
2020-08-15,Total Number of Deaths,11
2020-08-16,Total Number of Deaths,11
2020-08-17,Total Number of Deaths,11
2020-08-18,Total Number of Deaths,11
2020-08-19,Total Number of Deaths,11
2020-08-20,Total Number of Deaths,11
2020-08-21,Total Number of Deaths,11
2020-08-22,Total Number of Deaths,11
2020-08-23,Total Number of Deaths,12
2020-08-24,Total Number of Deaths,12
2020-08-25,Total Number of Deaths,12
2020-08-26,Total Number of Deaths,12
2020-08-27,Total Number of Deaths,12
2020-08-28,Total Number of Deaths,12
2020-08-29,Total Number of Deaths,12
2020-08-30,Total Number of Deaths,12
2020-08-31,Total Number of Deaths,12
2020-09-01,Total Number of Deaths,12
2020-09-02,Total Number of Deaths,12
2020-09-03,Total Number of Deaths,12
2020-09-04,Total Number of Deaths,12
2020-09-05,Total Number of Deaths,12
2020-09-06,Total Number of Deaths,12
2020-09-07,Total Number of Deaths,12
2020-09-08,Total Number of Deaths,12
2020-09-09,Total Number of Deaths,12
2020-09-10,Total Number of Deaths,12
2020-09-11,Total Number of Deaths,12
2020-09-12,Total Number of Deaths,12
2020-09-13,Total Number of Deaths,12
2020-09-14,Total Number of Deaths,12
2020-09-15,Total Number of Deaths,13
2020-09-16,Total Number of Deaths,13
2020-09-17,Total Number of Deaths,13
2020-09-18,Total Number of Deaths,13
2020-09-19,Total Number of Deaths,13
2020-09-20,Total Number of Deaths,13
2020-09-21,Total Number of Deaths,13
2020-09-22,Total Number of Deaths,13
2020-09-23,Total Number of Deaths,13
2020-09-24,Total Number of Deaths,13
2020-09-25,Total Number of Deaths,13
2020-09-26,Total Number of Deaths,13
2020-09-27,Total Number of Deaths,13
2020-09-28,Total Number of Deaths,13
2020-09-29,Total Number of Deaths,13
2020-09-30,Total Number of Deaths,13
2020-10-01,Total Number of Deaths,13
2020-10-02,Total Number of Deaths,13
2020-10-03,Total Number of Deaths,13
2020-10-04,Total Number of Deaths,13
2020-10-05,Total Number of Deaths,13
2020-10-06,Total Number of Deaths,13
2020-10-07,Total Number of Deaths,13
2020-10-08,Total Number of Deaths,13
2020-10-09,Total Number of Deaths,13
2020-10-10,Total Number of Deaths,13
2020-10-11,Total Number of Deaths,13
2020-10-12,Total Number of Deaths,13
2020-10-13,Total Number of Deaths,13
2020-10-14,Total Number of Deaths,13
2020-10-15,Total Number of Deaths,13
2020-10-16,Total Number of Deaths,13
2020-10-17,Total Number of Deaths,13
2020-10-18,Total Number of Deaths,13
2020-10-19,Total Number of Deaths,13
2020-10-20,Total Number of Deaths,13
2020-10-21,Total Number of Deaths,13
2020-10-22,Total Number of Deaths,13
2020-10-23,Total Number of Deaths,14
2020-10-24,Total Number of Deaths,15
2020-10-25,Total Number of Deaths,15
2020-10-26,Total Number of Deaths,16
2020-10-27,Total Number of Deaths,16
2020-10-28,Total Number of Deaths,19
2020-10-29,Total Number of Deaths,19
2020-10-30,Total Number of Deaths,19
2020-10-31,Total Number of Deaths,20
2020-11-01,Total Number of Deaths,20
2020-11-02,Total Number of Deaths,21
2020-11-03,Total Number of Deaths,21
2020-11-04,Total Number of Deaths,23
2020-11-05,Total Number of Deaths,24
2020-11-06,Total Number of Deaths,29
2020-11-07,Total Number of Deaths,30
2020-11-08,Total Number of Deaths,34
2020-11-09,Total Number of Deaths,35
2020-11-10,Total Number of Deaths,36
2020-11-11,Total Number of Deaths,41
2020-11-12,Total Number of Deaths,46
2020-11-13,Total Number of Deaths,48
2020-11-14,Total Number of Deaths,53
2020-11-15,Total Number of Deaths,53
2020-11-16,Total Number of Deaths,58
2020-11-17,Total Number of Deaths,61
2020-11-18,Total Number of Deaths,66
2020-11-19,Total Number of Deaths,69
2020-11-20,Total Number of Deaths,73
2020-11-21,Total Number of Deaths,74
2020-11-22,Total Number of Deaths,83
2020-11-23,Total Number of Deaths,87
2020-11-24,Total Number of Deaths,90
2020-11-25,Total Number of Deaths,94
2020-11-26,Total Number of Deaths,96
2020-11-27,Total Number of Deaths,99
2020-11-28,Total Number of Deaths,107
2020-11-29,Total Number of Deaths,109
2020-11-30,Total Number of Deaths,116
2020-12-01,Total Number of Deaths,118
2020-12-02,Total Number of Deaths,122
2020-12-03,Total Number of Deaths,124
2020-12-04,Total Number of Deaths,129
2020-12-05,Total Number of Deaths,130
2020-12-06,Total Number of Deaths,137
2020-12-07,Total Number of Deaths,140
2020-12-08,Total Number of Deaths,142
2020-12-09,Total Number of Deaths,142
2020-12-10,Total Number of Deaths,144
2020-12-11,Total Number of Deaths,146
2020-12-12,Total Number of Deaths,147
2020-12-13,Total Number of Deaths,149
2020-12-14,Total Number of Deaths,152
2020-12-15,Total Number of Deaths,154
2020-12-16,Total Number of Deaths,157
2020-12-17,Total Number of Deaths,160
2020-12-18,Total Number of Deaths,160
2020-12-19,Total Number of Deaths,165
2020-12-20,Total Number of Deaths,171
2020-12-21,Total Number of Deaths,176
2020-12-22,Total Number of Deaths,181
2020-12-23,Total Number of Deaths,183
2020-12-24,Total Number of Deaths,184
2020-12-25,Total Number of Deaths,185
2020-12-26,Total Number of Deaths,186
2020-12-27,Total Number of Deaths,187
2020-12-28,Total Number of Deaths,191
2020-12-29,Total Number of Deaths,194
2020-12-30,Total Number of Deaths,195
2020-12-31,Total Number of Deaths,199
2021-01-01,Total Number of Deaths,204
2021-01-02,Total Number of Deaths,208
2021-01-03,Total Number of Deaths,211
2021-01-04,Total Number of Deaths,213
2021-01-05,Total Number of Deaths,215
2021-01-06,Total Number of Deaths,217
2021-01-07,Total Number of Deaths,219
2021-01-08,Total Number of Deaths,222
2021-01-09,Total Number of Deaths,225
2021-01-10,Total Number of Deaths,229
2021-01-11,Total Number of Deaths,232
2021-01-12,Total Number of Deaths,240
2021-01-13,Total Number of Deaths,244
2021-01-14,Total Number of Deaths,247
2021-01-15,Total Number of Deaths,251
2021-01-16,Total Number of Deaths,255
2021-01-17,Total Number of Deaths,256
2021-01-18,Total Number of Deaths,264
2021-01-19,Total Number of Deaths,270
2021-01-20,Total Number of Deaths,273
2021-01-21,Total Number of Deaths,274
2021-01-22,Total Number of Deaths,276
2021-01-23,Total Number of Deaths,278
2021-01-24,Total Number of Deaths,280
2021-01-25,Total Number of Deaths,283
2021-01-26,Total Number of Deaths,287
2021-01-27,Total Number of Deaths,288
2021-01-28,Total Number of Deaths,290
2021-01-29,Total Number of Deaths,297
2021-01-30,Total Number of Deaths,305
2021-01-31,Total Number of Deaths,313
2021-02-01,Total Number of Deaths,316
2021-02-02,Total Number of Deaths,323
2021-02-03,Total Number of Deaths,328
2021-02-04,Total Number of Deaths,332
2021-02-05,Total Number of Deaths,339
2021-02-06,Total Number of Deaths,343
2021-02-07,Total Number of Deaths,351
2021-02-08,Total Number of Deaths,356
2021-02-09,Total Number of Deaths,365
2021-02-10,Total Number of Deaths,370
2021-02-11,Total Number of Deaths,375
2021-02-12,Total Number of Deaths,379
2021-02-13,Total Number of Deaths,384
2021-02-14,Total Number of Deaths,390
2021-02-15,Total Number of Deaths,397
2021-02-16,Total Number of Deaths,403
2021-02-17,Total Number of Deaths,409
2021-02-18,Total Number of Deaths,422
2021-02-19,Total Number of Deaths,430
2021-02-20,Total Number of Deaths,433
2021-02-21,Total Number of Deaths,435
2021-02-22,Total Number of Deaths,445
2021-02-23,Total Number of Deaths,450
2021-02-24,Total Number of Deaths,453
2021-02-25,Total Number of Deaths,457
2021-02-26,Total Number of Deaths,459
2021-02-27,Total Number of Deaths,464
2021-02-28,Total Number of Deaths,464
2021-03-01,Total Number of Deaths,471
2021-03-02,Total Number of Deaths,476
2021-03-03,Total Number of Deaths,483
2021-03-04,Total Number of Deaths,484
2021-03-05,Total Number of Deaths,489
2021-03-06,Total Number of Deaths,493
2021-03-07,Total Number of Deaths,497
2021-03-08,Total Number of Deaths,502
